,parameter,count,doi
0, energy justice,9,"'10.1016/j.worlddev.2021.105725', '10.1016/j.enpol.2019.110935', '10.1016/j.erss.2021.102075', '10.1016/j.apenergy.2020.114749', '10.1080/13549839.2020.1786807', '10.1016/j.apenergy.2019.113724', '10.1016/j.ecolecon.2022.107456', '10.1016/j.erss.2020.101451', '10.1109/GHTC46095.2019.9033126'"
1, energy poverty,3,"'10.1016/j.enpol.2021.112444', '10.3390/su12155904', '10.1080/13549839.2021.1916899'"
2, sustainability,3,"'10.1016/j.worlddev.2021.105725', '10.1016/j.landusepol.2017.10.021', '10.1016/j.apenergy.2021.118235'"
3, thermal comfort,2,"'10.1016/j.enbuild.2018.07.010', '10.1177/1420326X17713071'"
4, social housing,2,"'10.1016/j.enbuild.2018.07.010', '10.1177/1420326X17713071'"
5, microsimulation,2,"'10.1016/j.enpol.2021.112444', '10.1002/ente.202000668'"
6,energy justice,2,"'10.1016/j.polgeo.2021.102544', '10.1186/s13705-017-0111-6'"
7,environmental justice,2,"'10.1016/j.envsci.2021.04.004', '10.1080/13549839.2021.1916899'"
8,energy vulnerability,2,"'10.1016/j.ecolecon.2022.107456', '10.3390/su12155904'"
9, agent-based modelling,2,"'10.1016/j.erss.2020.101451', '10.1016/j.enpol.2021.112265'"
10,building performance,1,'10.1016/j.enbuild.2018.07.010'
11, retrofit,1,'10.1016/j.enbuild.2018.07.010'
12, energy efficiency,1,'10.1016/j.enbuild.2018.07.010'
13, energy use behaviour,1,'10.1016/j.enbuild.2018.07.010'
14,thermal comfort,1,'10.1016/j.enpol.2020.111256'
15, fuel poverty,1,'10.1016/j.enpol.2020.111256'
16, cooling energy,1,'10.1016/j.enpol.2020.111256'
17, tropical climate,1,'10.1016/j.enpol.2020.111256'
18, brazilian amazon,1,'10.1016/j.enpol.2020.111256'
19,household energy demand,1,'10.1016/j.enpol.2021.112444'
20, energy taxes,1,'10.1016/j.enpol.2021.112444'
21,acceptance,1,'10.1016/j.erss.2018.05.026'
22, fairness,1,'10.1016/j.erss.2018.05.026'
23, wind power,1,'10.1016/j.erss.2018.05.026'
24, regional energy transition,1,'10.1016/j.erss.2018.05.026'
25,just transition,1,'10.1016/j.rser.2020.110610'
26, decarbonisation,1,'10.1016/j.rser.2020.110610'
27, power sector,1,'10.1016/j.rser.2020.110610'
28, renewable energy,1,'10.1016/j.rser.2020.110610'
29, employment,1,'10.1016/j.rser.2020.110610'
30, transition management,1,'10.1016/j.rser.2020.110610'
31, gini coefficient,1,'10.1016/j.rser.2020.110610'
32,energy,1,'10.1016/j.erss.2018.08.005'
33, climate change,1,'10.1016/j.erss.2018.08.005'
34, procedural justice,1,'10.1016/j.erss.2018.08.005'
35, intersectionality,1,'10.1016/j.erss.2018.08.005'
36, policy ethnography,1,'10.1016/j.erss.2018.08.005'
37,indigenous communities,1,'10.1016/j.worlddev.2021.105725'
38, sustainable development,1,'10.1016/j.worlddev.2021.105725'
39, ecological modernization,1,'10.1016/j.worlddev.2021.105725'
40, energy transition,1,'10.1016/j.worlddev.2021.105725'
41, mexico,1,'10.1016/j.worlddev.2021.105725'
42,fuel poverty,1,'10.1016/j.erss.2017.09.035'
43, vulnerability,1,'10.1016/j.erss.2017.09.035'
44, indicators,1,'10.1016/j.erss.2017.09.035'
45, spatial analysis,1,'10.1016/j.erss.2017.09.035'
46,social acceptability,1,'10.1016/j.erss.2021.102455'
47, energy systems change,1,'10.1016/j.erss.2021.102455'
48, deliberative methods,1,'10.1016/j.erss.2021.102455'
49, emotion,1,'10.1016/j.erss.2021.102455'
50, lived experience,1,'10.1016/j.erss.2021.102455'
51, energy vulnerability,1,'10.1016/j.erss.2021.102455'
52,rooftop solar,1,'10.1016/j.enpol.2019.110935'
53, photovoltaics,1,'10.1016/j.enpol.2019.110935'
54, environmental justice,1,'10.1016/j.enpol.2019.110935'
55, calenviroscreen,1,'10.1016/j.enpol.2019.110935'
56, distributed energy resources,1,'10.1016/j.enpol.2019.110935'
57,fracking equity,1,'10.1016/j.landusepol.2017.10.021'
58, land use,1,'10.1016/j.landusepol.2017.10.021'
59, environmental and social justice,1,'10.1016/j.landusepol.2017.10.021'
60, spatial justice,1,'10.1016/j.landusepol.2017.10.021'
61, society and environment,1,'10.1016/j.landusepol.2017.10.021'
62, sustainability transitions,1,'10.1016/j.polgeo.2021.102544'
63, multi-level perspective,1,'10.1016/j.polgeo.2021.102544'
64, whole systems,1,'10.1016/j.polgeo.2021.102544'
65, oil shale,1,'10.1016/j.polgeo.2021.102544'
66, energy futures,1,'10.1016/j.polgeo.2021.102544'
67,energy access provision,1,'10.1016/j.erss.2021.102075'
68, socially sustainable energy system narrative,1,'10.1016/j.erss.2021.102075'
69, energy sufficiency,1,'10.1016/j.erss.2021.102075'
70, system dynamics,1,'10.1016/j.erss.2021.102075'
71, energy system modelling,1,'10.1016/j.erss.2021.102075'
72,energy systems modelling,1,'10.1016/j.apenergy.2020.114749'
73, energy access,1,'10.1016/j.apenergy.2020.114749'
74, tanzania,1,'10.1016/j.apenergy.2020.114749'
75, onsset,1,'10.1016/j.apenergy.2020.114749'
76, gis,1,'10.1016/j.apenergy.2020.114749'
77,hydraulic fracturing,1,'10.1080/13549839.2020.1786807'
78, shale gas,1,'10.1080/13549839.2020.1786807'
79, risk,1,'10.1080/13549839.2020.1786807'
80, socio-economic vulnerability,1,'10.1080/13549839.2020.1786807'
81,urban building energy,1,'10.1016/j.scs.2021.103647'
82, human health,1,'10.1016/j.scs.2021.103647'
83, exposure to pm2.5 pollution,1,'10.1016/j.scs.2021.103647'
84, natural ventilation,1,'10.1016/j.scs.2021.103647'
85, equity within the built environment,1,'10.1016/j.scs.2021.103647'
86, machine learning,1,'10.1016/j.scs.2021.103647'
87,low-carbon transitions,1,'10.1016/j.gloenvcha.2019.101985'
88, elites,1,'10.1016/j.gloenvcha.2019.101985'
89, power,1,'10.1016/j.gloenvcha.2019.101985'
90, financialisation,1,'10.1016/j.gloenvcha.2019.101985'
91, dispossession,1,'10.1016/j.gloenvcha.2019.101985'
92, experimentation,1,'10.1016/j.gloenvcha.2019.101985'
93,computable general equilibrium (cge),1,'10.1016/j.jclepro.2019.119626'
94, model,1,'10.1016/j.jclepro.2019.119626'
95, ndc targets,1,'10.1016/j.jclepro.2019.119626'
96, labor market,1,'10.1016/j.jclepro.2019.119626'
97, income gap,1,'10.1016/j.jclepro.2019.119626'
98,decentralized renewable electricity generation,1,'10.1016/j.apenergy.2019.113724'
99, spatial modeling,1,'10.1016/j.apenergy.2019.113724'
100, regional equity,1,'10.1016/j.apenergy.2019.113724'
101, solar pv,1,'10.1016/j.apenergy.2019.113724'
102, distributional impacts,1,'10.1016/j.apenergy.2019.113724'
103, hurricane maria,1,'10.1016/j.envsci.2021.04.004'
104, puerto rico,1,'10.1016/j.envsci.2021.04.004'
105, environmental justice index,1,'10.1016/j.envsci.2021.04.004'
106, unconventional energy,1,'10.1186/s13705-017-0111-6'
107, distributive justice,1,'10.1186/s13705-017-0111-6'
108, post-distributive justice,1,'10.1186/s13705-017-0111-6'
109, nepal,1,'10.1186/s13705-017-0111-6'
110, bioenergy,1,'10.1186/s13705-017-0111-6'
111,hydropower,1,'10.1016/j.apenergy.2021.118235'
112, infrastructure development,1,'10.1016/j.apenergy.2021.118235'
113, mcdm,1,'10.1016/j.apenergy.2021.118235'
114, fuzzy methods,1,'10.1016/j.apenergy.2021.118235'
115, case studies,1,'10.1016/j.ecolecon.2022.107456'
116, coal-to-gas policy,1,'10.1016/j.ecolecon.2022.107456'
117, distributive injustice,1,'10.1016/j.ecolecon.2022.107456'
118,distributional impacts,1,'10.1002/ente.202000668'
119, energy policies,1,'10.1002/ente.202000668'
120, energy system modeling,1,'10.1002/ente.202000668'
121, environmental impacts,1,'10.1002/ente.202000668'
122, general equilibrium modeling,1,'10.1002/ente.202000668'
