,parameter,count,doi
0,wealth,2,"'10.1016/j.erss.2018.08.005', '10.3390/ijerph18020620'"
1,race,2,"'10.1016/j.enpol.2019.110935', '10.3390/ijerph18020620'"
2,moderate,1,'10.1016/j.enbuild.2018.07.010'
3,high),1,'10.1016/j.enbuild.2018.07.010'
4,indoor issues (damp,1,'10.1016/j.enbuild.2018.07.010'
5,mold,1,'10.1016/j.enbuild.2018.07.010'
6,condensation),1,'10.1016/j.enbuild.2018.07.010'
7,passive systems,1,'10.1016/j.enpol.2020.111256'
8,building materials,1,'10.1016/j.enpol.2020.111256'
9,ability to find strategies for heating/cooling,1,'10.1016/j.enpol.2020.111256'
10,psychological factors,1,'10.1016/j.enpol.2020.111256'
11,power,1,'10.1016/j.erss.2018.08.005'
12,equity,1,'10.1016/j.erss.2018.08.005'
13,fairness,1,'10.1016/j.erss.2018.08.005'
14,justice,1,'10.1016/j.erss.2018.08.005'
15,privilege and (identify-based) oppression,1,'10.1016/j.erss.2018.08.005'
16,discrimination (intersectional view),1,'10.1016/j.erss.2018.08.005'
17,intersection of ethnicity,1,'10.1016/j.erss.2018.08.005'
18,language,1,'10.1016/j.erss.2018.08.005'
19,transportation and work flexibility,1,'10.1016/j.erss.2018.08.005'
20,documentation status,1,'10.1016/j.erss.2018.08.005'
21,direct or indirect dependence on a company,1,'10.1016/j.erss.2018.08.005'
22,industry etc.,1,'10.1016/j.erss.2018.08.005'
23,class,1,'10.1016/j.erss.2018.08.005'
24,sexuality,1,'10.1016/j.erss.2018.08.005'
25,ability,1,'10.1016/j.erss.2018.08.005'
26,"""developers’ non-recognition of the value of reciprocity among the local population translates into practices that make people feel disrespected and not recognized as equals",1,'https://doi.org/10.1016/j.worlddev.2021.105725'
27,"social discrimination""",1,'https://doi.org/10.1016/j.worlddev.2021.105725'
28,pluriversal technologies: participatory design (co-designing,1,'https://doi.org/10.1016/j.worlddev.2021.105725'
29,co-production,1,'https://doi.org/10.1016/j.worlddev.2021.105725'
30,co-ownership),1,'https://doi.org/10.1016/j.worlddev.2021.105725'
31,hostrical processes of accumuluation by dispossession and colonisalism,1,'https://doi.org/10.1016/j.worlddev.2021.105725'
32,cultural domination,1,'https://doi.org/10.1016/j.worlddev.2021.105725'
33,non-recogition of indigenous identities and disrespect for local customs lead to many conflicts and misunderstandings (incl. non-acceptance) around wind energy projects,1,'https://doi.org/10.1016/j.worlddev.2021.105725'
34,energy efficiency of property,1,'10.1016/j.erss.2017.09.035'
35,needs,1,'10.1016/j.erss.2017.09.035'
36,the flexibility to meet these needs,1,'10.1016/j.erss.2017.09.035'
37,energy-related practices,1,'10.1016/j.erss.2017.09.035'
38,quality of dwelling fabric,1,'10.1016/j.erss.2017.09.035'
39,energy fuel costs,1,'10.1016/j.erss.2017.09.035'
40,energy supply issues,1,'10.1016/j.erss.2017.09.035'
41,stability of household income,1,'10.1016/j.erss.2017.09.035'
42,before housing costs (bhc),1,'10.1016/j.erss.2017.09.035'
43,after housing costs,1,'10.1016/j.erss.2017.09.035'
44,technical literacy,1,'10.1016/j.erss.2021.102455'
45,ability to affort appliances,1,'10.1016/j.erss.2021.102455'
46,employment status,1,'10.1016/j.erss.2021.102455'
47,ability to carry higher mental load (time availability),1,'10.1016/j.erss.2021.102455'
48,risk perception,1,'10.1016/j.erss.2021.102455'
49,trust in community,1,'10.1016/j.erss.2021.102455'
50,trust in governance,1,'10.1016/j.erss.2021.102455'
51,trust in private companies,1,'10.1016/j.erss.2021.102455'
52,social connectedness/network,1,'10.1016/j.erss.2021.102455'
53,price instability,1,'10.1016/j.erss.2021.102455'
54,digital vulnerability,1,'10.1016/j.erss.2021.102455'
55,health status,1,'10.1016/j.erss.2021.102455'
56,social housing,1,'10.1007/s10584-019-02521-7'
57,ability to shift demand,1,'10.1007/s10584-019-02521-7'
58,digital literacy,1,'10.1007/s10584-019-02521-7'
59,barriers to participate,1,'10.1007/s10584-019-02521-7'
60,long-term cost for taxpayers,1,'10.1007/s10584-019-02521-7'
61,risk of accidents,1,'10.1007/s10584-019-02521-7'
62,uneven access to subsidies and incentives,1,'10.1007/s10584-019-02521-7'
63,ownership rate based on income,1,'10.1007/s10584-019-02521-7'
64,increase in electricity bills,1,'10.1007/s10584-019-02521-7'
65,efficiency measures based on income,1,'10.1007/s10584-019-02521-7'
66,building efficiency/insulation,1,'10.1007/s10584-019-02521-7'
67,efficient appliances,1,'10.1007/s10584-019-02521-7'
68,retraining,1,'10.1007/s10584-019-02521-7'
69,retraining at higher ages,1,'10.1007/s10584-019-02521-7'
70,limited access to finance,1,'10.1007/s10584-019-02521-7'
71,ability to participate due to housing status,1,'10.1007/s10584-019-02521-7'
72,unsafe working conditions in the supply line,1,'10.1007/s10584-019-02521-7'
73,rate of disconnection,1,'10.1007/s10584-019-02521-7'
74,rate of service disruption,1,'10.1007/s10584-019-02521-7'
75,rising energy costs,1,'10.1007/s10584-019-02521-7'
76, environmental burdens,1,'10.1007/s10584-019-02521-7'
77,energy access,1,'10.1007/s10584-019-02521-7'
78,limited ownership due to income,1,'10.1007/s10584-019-02521-7'
79,(inflexible) consumption patterns,1,'10.1007/s10584-019-02521-7'
80,median us energy burden,1,'10.1016/j.enpol.2019.110935'
81,median low-income household's energy burden,1,'10.1016/j.enpol.2019.110935'
82,bill savings,1,'10.1016/j.enpol.2019.110935'
83,pv rebates,1,'10.1016/j.enpol.2019.110935'
84,pv income tax credits,1,'10.1016/j.enpol.2019.110935'
85,solar resource potential,1,'10.1016/j.enpol.2019.110935'
86,pv costs,1,'10.1016/j.enpol.2019.110935'
87,electricity prices,1,'10.1016/j.enpol.2019.110935'
88,energy insecurity,1,'10.1016/j.enpol.2019.110935'
89,upfront costs,1,'10.1016/j.enpol.2019.110935'
90,lack of access to financial instruments,1,'10.1016/j.enpol.2019.110935'
91,lack of information,1,'10.1016/j.enpol.2019.110935'
92,language barriers,1,'10.1016/j.enpol.2019.110935'
93,behavioral barriers,1,'10.1016/j.enpol.2019.110935'
94,access to information,1,'10.1016/j.enpol.2019.110935'
95,perception of risk,1,'10.1016/j.enpol.2019.110935'
96,neighborhood effects,1,'10.1016/j.enpol.2019.110935'
97,social diffusion peer effect,1,'10.1016/j.enpol.2019.110935'
98,ethnicity,1,'10.1016/j.enpol.2019.110935'
99,location of fossil fuelled plants,1,'10.1016/j.enpol.2019.110935'
100,distances from fracking sites to communities,1,'10.1016/j.landusepol.2017.10.021'
101,ecological footprint per capita,1,'10.1016/j.polgeo.2021.102544'
102,availability of the means of energy production,1,'10.1016/j.erss.2021.102075'
103,availability of technologies,1,'10.1016/j.erss.2021.102075'
104,availability of professional expertise,1,'10.1016/j.erss.2021.102075'
105,availability of financial resources,1,'10.1016/j.erss.2021.102075'
106,cost of exploration,1,'10.1016/j.erss.2021.102075'
107,cost of extraction,1,'10.1016/j.erss.2021.102075'
108,power balance,1,'10.1016/j.erss.2021.102075'
109,"decentralized energy systems,",1,'10.1016/j.erss.2021.102075'
110,"equality framework"":"" need"","" fitness"","" desert"","" status"","" and position",1,'https://doi.org/10.1016/j.apenergy.2020.114749'
111,recipients capabilities (fitness),1,'https://doi.org/10.1016/j.apenergy.2020.114749'
112,north-south dependence and excercise of elite power (hegecomic narratives),1,'10.1016/j.gloenvcha.2019.101985'
113,experimentation of elites,1,'10.1016/j.gloenvcha.2019.101985'
114,financialistion (eg use of financia instruments,1,'10.1016/j.gloenvcha.2019.101985'
115,innovations,1,'10.1016/j.gloenvcha.2019.101985'
116,logics) used by elites,1,'10.1016/j.gloenvcha.2019.101985'
117,dispossesion done by (market) elites,1,'10.1016/j.gloenvcha.2019.101985'
118,exploitable solar pv potential,1,'10.1016/j.apenergy.2019.113724'
119,economic resources,1,'10.1016/j.apenergy.2019.113724'
120,economic growth,1,'10.1016/j.apenergy.2019.113724'
121,greenhouse gas reductions,1,'10.1016/j.apenergy.2019.113724'
122,health impacts,1,'10.1016/j.apenergy.2019.113724'
123, slack to least-cost solution,1,'10.1016/j.apenergy.2019.113724'
124,location of house (close to environmental disaster,1,'10.1016/j.envsci.2021.04.004'
125,rich/poor neighbourhoods),1,'10.1016/j.envsci.2021.04.004'
126,race/ethnicity,1,'10.1016/j.envsci.2021.04.004'
127,"""%"" non-white (percent of population in the municipality that is nonwhite)",1,'10.1016/j.envsci.2021.04.004'
128,number of women in biodigester committee,1,'10.1186/s13705-017-0111-6'
129,distribution of installation efforts (cost,1,'10.1186/s13705-017-0111-6'
130,time),1,'10.1186/s13705-017-0111-6'
131,distribution of maintenance work,1,'10.1186/s13705-017-0111-6'
132,distribution of operational work,1,'10.1186/s13705-017-0111-6'
133,perceived fairness regarding distribution of operational work,1,'10.1186/s13705-017-0111-6'
134,provided training,1,'10.1186/s13705-017-0111-6'
135,hydropower: experience of hydropower projects negative for local population groups,1,'10.1016/j.apenergy.2021.118235'
136,particularly the displaced,1,'10.1016/j.apenergy.2021.118235'
137,it ouroots residents,1,'10.1016/j.apenergy.2021.118235'
138,destroys livelihoods,1,'10.1016/j.apenergy.2021.118235'
139,and fails to provide adequate economic opportunities to the displaced,1,'10.1016/j.apenergy.2021.118235'
140,people los agricultural,1,'10.1016/j.apenergy.2021.118235'
141,forest,1,'10.1016/j.apenergy.2021.118235'
142,and fisihing resources,1,'10.1016/j.apenergy.2021.118235'
143,people are at risk o flooding as areas can be washed away when the dam is fully released,1,'10.1016/j.apenergy.2021.118235'
144,cultural losses to the displaced people who are also cut off from their social netwrks and a variety of capitals,1,'10.1016/j.apenergy.2021.118235'
145,saftey perfomance,1,'10.1016/j.ecolecon.2022.107456'
146,career field,1,'10.1016/j.ecolecon.2022.107456'
147,monthly family income,1,'10.1016/j.ecolecon.2022.107456'
148,age of housing,1,'10.1016/j.ecolecon.2022.107456'
149,type of housing,1,'10.1016/j.ecolecon.2022.107456'
150,percentage of total expenditures spent on energy,1,'10.1016/j.ecolecon.2022.107456'
151,willingness to change behaviour,1,'10.1016/j.ecolecon.2022.107456'
152,active participation in energy reform,1,'10.1016/j.ecolecon.2022.107456'
153,perceived risks,1,'10.1016/j.ecolecon.2022.107456'
154,public health,1,'10.3390/ijerph18020620'
155,air pollution exposure,1,'10.3390/ijerph18020620'
156,risk of mortality from the effects of poor environmental quality,1,'10.3390/ijerph18020620'
157, income inequality,1,'10.3390/ijerph18020620'
158,fuel expenditures,1,'10.3390/ijerph18020620'
159,distribution of burdens,1,'10.3390/ijerph18020620'
160, percentage of low- to medium income households,1,'10.3390/ijerph18020620'
161,distributional employment impacts: skills and educational level,1,'10.1016/j.enpol.2021.112158'
162,assessment based on distribution by gender,1,'10.1016/j.enpol.2021.112158'
163,education & skill requirement,1,'10.1016/j.enpol.2021.112158'
164,spatial distribution of job gains and losses (inter-regional inequalities),1,'10.1016/j.enpol.2021.112158'
165,local economy and identity,1,'10.1016/j.enpol.2021.112158'
166,land loss/acquisation and compensation,1,'10.1016/j.enpol.2021.112158'
167,closing of thermal power plants and mining and deployment of res,1,'10.1016/j.enpol.2021.112158'
168,toxic waste sites,1,'10.1080/13549839.2021.1916899'
